,desc,trans,origin,engine,price
443,2008 Lexus ES 350,automatic,foreign,petrol,3000000
444,2008 Honda CR-V,automatic,foreign,petrol,2800000
445,2005 Volkswagen LT,,foreign,diesel,2500000
446,2011 Toyota Corolla Automatic,automatic,foreign,petrol,3800000
447,2013 Toyota Venza,automatic,foreign,petrol,5000000
448,2010 Toyota Corolla,automatic,foreign,petrol,2700000
449,2010 Mercedes-Benz E350,automatic,foreign,petrol,5500000
450,2008 Toyota RAV4 Limited,automatic,foreign,petrol,3100000
451,2002 Toyota HiAce,automatic,foreign,petrol,3450000
452,2008 Toyota RAV4,automatic,foreign,petrol,2800000
453,2005 Toyota Avensis Verso,automatic,foreign,petrol,2550000
454,2008 Mercedes-Benz C350,automatic,local,petrol,2250000
455,2005 Toyota HiAce,,foreign,petrol,3450000
456,2014 Toyota Corolla LE Automatic,automatic,foreign,petrol,4200000
457,2014 Toyota RAV4 4WD,automatic,foreign,petrol,5950000
458,2012 Toyota Venza,automatic,foreign,petrol,5500000
459,2005  Lexus ES 330,automatic,foreign,petrol,1800000
460,2007  Toyota Camry 2.4 SE Automatic,automatic,foreign,petrol,2300000
461,2012 Mercedes-Benz GLK 350,automatic,local,petrol,3850000
462,2015 Toyota Camry,automatic,foreign,petrol,5700000
463,2008 Lexus ES 350,automatic,foreign,petrol,3000000
464,2008 Honda CR-V,automatic,foreign,petrol,2800000
465,2005 Volkswagen LT,,foreign,diesel,2500000
466,2011 Toyota Corolla Automatic,automatic,foreign,petrol,3800000
467,2013 Toyota Venza,automatic,foreign,petrol,5000000
468,2010 Toyota Corolla,automatic,foreign,petrol,2700000
469,2010 Mercedes-Benz E350,automatic,foreign,petrol,5500000
470,2008 Toyota RAV4 Limited,automatic,foreign,petrol,3100000
471,2002 Toyota HiAce,automatic,foreign,petrol,3450000
472,2008 Toyota RAV4,automatic,foreign,petrol,2800000
473,2005 Toyota Avensis Verso,automatic,foreign,petrol,2550000
474,2008 Mercedes-Benz C350,automatic,local,petrol,2250000
475,2005 Toyota HiAce,,foreign,petrol,3450000
476,2014 Toyota Corolla LE Automatic,automatic,foreign,petrol,4200000
477,2014 Toyota RAV4 4WD,automatic,foreign,petrol,5950000
478,2012 Toyota Venza,automatic,foreign,petrol,5500000
479,2005 Lexus ES 330,automatic,foreign,petrol,1800000
480,2007 Toyota Camry 2.4 SE Automatic,automatic,foreign,petrol,2300000
481,2012 Mercedes-Benz GLK 350,automatic,local,petrol,3850000
482,2015 Toyota Camry,automatic,foreign,petrol,5700000
483,2008 Lexus ES 350,automatic,foreign,petrol,3000000
484,2008 Honda CR-V,automatic,foreign,petrol,2800000
485,2005 Volkswagen LT,,foreign,diesel,2500000
486,2011 Toyota Corolla Automatic,automatic,foreign,petrol,3800000
487,2013 Toyota Venza,automatic,foreign,petrol,5000000
488,2010 Toyota Corolla,automatic,foreign,petrol,2700000
489,2010 Mercedes-Benz E350,automatic,foreign,petrol,5500000
490,2008 Toyota RAV4 Limited,automatic,foreign,petrol,3100000
491,2002 Toyota HiAce,automatic,foreign,petrol,3450000
492,2008 Toyota RAV4,automatic,foreign,petrol,2800000
493,2005 Toyota Avensis Verso,automatic,foreign,petrol,2550000
494,2008 Mercedes-Benz C350,automatic,local,petrol,2250000
495,2005 Toyota HiAce,,foreign,petrol,3450000
496,2014 Toyota Corolla LE Automatic,automatic,foreign,petrol,4200000
497,2014 Toyota RAV4 4WD,automatic,foreign,petrol,5950000
498,2012 Toyota Venza,automatic,foreign,petrol,5500000
499,2005 Lexus ES 330,automatic,foreign,petrol,1800000
500,2007 Toyota Camry 2.4 SE Automatic,automatic,foreign,petrol,2300000
501,2012 Mercedes-Benz GLK 350,automatic,local,petrol,3850000
502,2015 Toyota Camry,automatic,foreign,petrol,5700000
503,2008 Lexus ES 350,automatic,foreign,petrol,3000000
504,2008 Honda CR-V,automatic,foreign,petrol,2800000
505,2005 Volkswagen LT,,foreign,diesel,2500000
506,2011 Toyota Corolla Automatic,automatic,foreign,petrol,3800000
507,2013 Toyota Venza,automatic,foreign,petrol,5000000
508,2010 Toyota Corolla,automatic,foreign,petrol,2700000
509,2010 Mercedes-Benz E350,automatic,foreign,petrol,5500000
510,2008 Toyota RAV4 Limited,automatic,foreign,petrol,3100000
511,2002 Toyota HiAce,automatic,foreign,petrol,3450000
512,2008 Toyota RAV4,automatic,foreign,petrol,2800000
513,2005 Toyota Avensis Verso,automatic,foreign,petrol,2550000
514,2008 Mercedes-Benz C350,automatic,local,petrol,2250000
515,2005 Toyota HiAce,,foreign,petrol,3450000
516,2014 Toyota Corolla LE Automatic,automatic,foreign,petrol,4200000
517,2014 Toyota RAV4 4WD,automatic,foreign,petrol,5950000
518,2012 Toyota Venza,automatic,foreign,petrol,5500000
519,2005 Lexus ES 330,automatic,foreign,petrol,1800000
520,2007  Toyota Camry 2.4 SE Automatic,automatic,foreign,petrol,2300000
521,2012 Mercedes-Benz GLK 350,automatic,local,petrol,3850000
522,2015 Toyota Camry,automatic,foreign,petrol,5700000
523,2008 Lexus ES 350,automatic,foreign,petrol,3000000
524,2008 Honda CR-V,automatic,foreign,petrol,2800000
525,2005 Volkswagen LT,,foreign,diesel,2500000
526,2011 Toyota Corolla Automatic,automatic,foreign,petrol,3800000
527,2013 Toyota Venza,automatic,foreign,petrol,5000000
528,2010 Toyota Corolla,automatic,foreign,petrol,2700000
529,2010 Mercedes-Benz E350,automatic,foreign,petrol,5500000
530,2008 Toyota RAV4 Limited,automatic,foreign,petrol,3100000
531,2002 Toyota HiAce,automatic,foreign,petrol,3450000
532,2008 Toyota RAV4,automatic,foreign,petrol,2800000
533,2005 Toyota Avensis Verso,automatic,foreign,petrol,2550000
534,2008 Mercedes-Benz C350,automatic,local,petrol,2250000
535,2005 Toyota HiAce,,foreign,petrol,3450000
536,2014 Toyota Corolla LE Automatic,automatic,foreign,petrol,4200000
537,2014 Toyota RAV4 4WD,automatic,foreign,petrol,5950000
538,2012 Toyota Venza,automatic,foreign,petrol,5500000
539,2005 Lexus ES 330,automatic,foreign,petrol,1800000
540,2007  Toyota Camry 2.4 SE Automatic,automatic,foreign,petrol,2300000
541,2012 Mercedes-Benz GLK 350,automatic,local,petrol,3850000
542,2015 Toyota Camry,automatic,foreign,petrol,5700000
543,2008 Lexus ES 350,automatic,foreign,petrol,3000000
544,2008 Honda CR-V,automatic,foreign,petrol,2800000
545,2005 Volkswagen LT,,foreign,diesel,2500000
546,2011 Toyota Corolla Automatic,automatic,foreign,petrol,3800000
547,2013 Toyota Venza,automatic,foreign,petrol,5000000
548,2010 Toyota Corolla,automatic,foreign,petrol,2700000
549,2010 Mercedes-Benz E350,automatic,foreign,petrol,5500000
550,2008 Toyota RAV4 Limited,automatic,foreign,petrol,3100000
551,2002 Toyota HiAce,automatic,foreign,petrol,3450000
552,2008 Toyota RAV4,automatic,foreign,petrol,2800000
553,2005 Toyota Avensis Verso,automatic,foreign,petrol,2550000
554,2008 Mercedes-Benz C350,automatic,local,petrol,2250000
555,2005 Toyota HiAce,,foreign,petrol,3450000
556,2014 Toyota Corolla LE Automatic,automatic,foreign,petrol,4200000
557,2014 Toyota RAV4 4WD,automatic,foreign,petrol,5950000
558,2012 Toyota Venza,automatic,foreign,petrol,5500000
559,2005 Lexus ES 330,automatic,foreign,petrol,1800000
560,2007  Toyota Camry 2.4 SE Automatic,automatic,foreign,petrol,2300000
561,2012 Mercedes-Benz GLK 350,automatic,local,petrol,3850000
562,2015 Toyota Camry,automatic,foreign,petrol,5700000
563,2008 Lexus ES 350,automatic,foreign,petrol,3000000
564,2008 Honda CR-V,automatic,foreign,petrol,2800000
565,2005 Volkswagen LT,,foreign,diesel,2500000
566,2011 Toyota Corolla Automatic,automatic,foreign,petrol,3800000
567,2013 Toyota Venza,automatic,foreign,petrol,5000000
568,2010 Toyota Corolla,automatic,foreign,petrol,2700000
569,2010 Mercedes-Benz E350,automatic,foreign,petrol,5500000
570,2008 Toyota RAV4 Limited,automatic,foreign,petrol,3100000
571,2002 Toyota HiAce,automatic,foreign,petrol,3450000
572,2008 Toyota RAV4,automatic,foreign,petrol,2800000
573,2005 Toyota Avensis Verso,automatic,foreign,petrol,2550000
574,2008 Mercedes-Benz C350,automatic,local,petrol,2250000
575,2005 Toyota HiAce,,foreign,petrol,3450000
576,2014 Toyota Corolla LE Automatic,automatic,foreign,petrol,4200000
577,2014 Toyota RAV4 4WD,automatic,foreign,petrol,5950000
578,2012 Toyota Venza,automatic,foreign,petrol,5500000
579,2005 Lexus ES 330,automatic,foreign,petrol,1800000
580,2007 Toyota Camry 2.4 SE Automatic,automatic,foreign,petrol,2300000
581,2012 Mercedes-Benz GLK 350,automatic,local,petrol,3850000
582,2015 Toyota Camry,automatic,foreign,petrol,5700000
583,2008 Lexus ES 350,automatic,foreign,petrol,3000000
584,2008 Honda CR-V,automatic,foreign,petrol,2800000
585,2005 Volkswagen LT,,foreign,diesel,2500000
586,2011 Toyota Corolla Automatic,automatic,foreign,petrol,3800000
587,2013 Toyota Venza,automatic,foreign,petrol,5000000
588,2010 Toyota Corolla,automatic,foreign,petrol,2700000
589,2010  Mercedes-Benz E350,automatic,foreign,petrol,5500000
590,2008 Toyota RAV4 Limited,automatic,foreign,petrol,3100000
591,2002 Toyota HiAce,automatic,foreign,petrol,3450000
592,2008 Toyota RAV4,automatic,foreign,petrol,2800000
593,2005 Toyota Avensis Verso,automatic,foreign,petrol,2550000
594,2008 Mercedes-Benz C350,automatic,local,petrol,2250000
595,2005 Toyota HiAce,,foreign,petrol,3450000
596,2014 Toyota Corolla LE Automatic,automatic,foreign,petrol,4200000
597,2014 Toyota RAV4 4WD,automatic,foreign,petrol,5950000
598,2012 Toyota Venza,automatic,foreign,petrol,5500000
599,2005 Lexus ES 330,automatic,foreign,petrol,1800000
600,2007 Toyota Camry 2.4 SE Automatic,automatic,foreign,petrol,2300000
601,2012 Mercedes-Benz GLK 350,automatic,local,petrol,3850000
602,2015 Toyota Camry,automatic,foreign,petrol,5700000
603,2008 Lexus ES 350,automatic,foreign,petrol,3000000
604,2008 Honda CR-V,automatic,foreign,petrol,2800000
605,2005 Volkswagen LT,,foreign,diesel,2500000
606,2011 Toyota Corolla Automatic,automatic,foreign,petrol,3800000
607,2013 Toyota Venza,automatic,foreign,petrol,5000000
608,2010 Toyota Corolla,automatic,foreign,petrol,2700000
609,2010 Mercedes-Benz E350,automatic,foreign,petrol,5500000
610,2008 Toyota RAV4 Limited,automatic,foreign,petrol,3100000
611,2002 Toyota HiAce,automatic,foreign,petrol,3450000
612,2008 Toyota RAV4,automatic,foreign,petrol,2800000
613,2005 Toyota Avensis Verso,automatic,foreign,petrol,2550000
614,2008 Mercedes-Benz C350,automatic,local,petrol,2250000
615,2005 Toyota HiAce,,foreign,petrol,3450000
616,2014 Toyota Corolla LE Automatic,automatic,foreign,petrol,4200000
617,2014 Toyota RAV4 4WD,automatic,foreign,petrol,5950000
618,2012 Toyota Venza,automatic,foreign,petrol,5500000
619,2005 Lexus ES 330,automatic,foreign,petrol,1800000
620,2007 Toyota Camry 2.4 SE Automatic,automatic,foreign,petrol,2300000
621,2012 Mercedes-Benz GLK 350,automatic,local,petrol,3850000
622,2015 Toyota Camry,automatic,foreign,petrol,5700000
623,2008 Lexus ES 350,automatic,foreign,petrol,3000000
624,2008 Honda CR-V,automatic,foreign,petrol,2800000
625,2005 Volkswagen LT,,foreign,diesel,2500000
626,2011  Toyota Corolla Automatic,automatic,foreign,petrol,3800000
627,2013 Toyota Venza,automatic,foreign,petrol,5000000
628,2010 Toyota Corolla,automatic,foreign,petrol,2700000
629,2010 Mercedes-Benz E350,automatic,foreign,petrol,5500000
630,2008 Toyota RAV4 Limited,automatic,foreign,petrol,3100000
631,2002 Toyota HiAce,automatic,foreign,petrol,3450000
632,2008 Toyota RAV4,automatic,foreign,petrol,2800000
633,2005 Toyota Avensis Verso,automatic,foreign,petrol,2550000
634,2008 Mercedes-Benz C350,automatic,local,petrol,2250000
635,2005 Toyota HiAce,,foreign,petrol,3450000
636,2014 Toyota Corolla LE Automatic,automatic,foreign,petrol,4200000
637,2014 Toyota RAV4 4WD,automatic,foreign,petrol,5950000
638,2012 Toyota Venza,automatic,foreign,petrol,5500000
639,2005 Lexus ES 330,automatic,foreign,petrol,1800000
640,2007 Toyota Camry 2.4 SE Automatic,automatic,foreign,petrol,2300000
641,2012 Mercedes-Benz GLK 350,automatic,local,petrol,3850000
642,2015 Toyota Camry,automatic,foreign,petrol,5700000
643,2008 Lexus ES 350,automatic,foreign,petrol,3000000
644,2008 Honda CR-V,automatic,foreign,petrol,2800000
645,2005 Volkswagen LT,,foreign,diesel,2500000
646,2011 Toyota Corolla Automatic,automatic,foreign,petrol,3800000
647,2013 Toyota Venza,automatic,foreign,petrol,5000000
648,2010 Toyota Corolla,automatic,foreign,petrol,2700000
649,2010 Mercedes-Benz E350,automatic,foreign,petrol,5500000
650,2008 Toyota RAV4 Limited,automatic,foreign,petrol,3100000
651,2002 Toyota HiAce,automatic,foreign,petrol,3450000
652,2008 Toyota RAV4,automatic,foreign,petrol,2800000
653,2005 Toyota Avensis Verso,automatic,foreign,petrol,2550000
654,2008 Mercedes-Benz C350,automatic,local,petrol,2250000
655,2005 Toyota HiAce,,foreign,petrol,3450000
656,2014 Toyota Corolla LE Automatic,automatic,foreign,petrol,4200000
657,2014 Toyota RAV4 4WD,automatic,foreign,petrol,5950000
658,2012 Toyota Venza,automatic,foreign,petrol,5500000
659,2005 Lexus ES 330,automatic,foreign,petrol,1800000
660,2007  Toyota Camry 2.4 SE Automatic,automatic,foreign,petrol,2300000
661,2012 Mercedes-Benz GLK 350,automatic,local,petrol,3850000
662,2015 Toyota Camry,automatic,foreign,petrol,5700000
663,2008 Lexus ES 350,automatic,foreign,petrol,3000000
664,2008 Honda CR-V,automatic,foreign,petrol,2800000
665,2005 Volkswagen LT,,foreign,diesel,2500000
666,2011 Toyota Corolla Automatic,automatic,foreign,petrol,3800000
667,2013 Toyota Venza,automatic,foreign,petrol,5000000
668,2010 Toyota Corolla,automatic,foreign,petrol,2700000
669,2010 Mercedes-Benz E350,automatic,foreign,petrol,5500000
670,2008 Toyota RAV4 Limited,automatic,foreign,petrol,3100000
671,2002 Toyota HiAce,automatic,foreign,petrol,3450000
672,2008 Toyota RAV4,automatic,foreign,petrol,2800000
673,2005 Toyota Avensis Verso,automatic,foreign,petrol,2550000
674,2008 Mercedes-Benz C350,automatic,local,petrol,2250000
675,2005 Toyota HiAce,,foreign,petrol,3450000
676,2014 Toyota Corolla LE Automatic,automatic,foreign,petrol,4200000
677,2014 Toyota RAV4 4WD,automatic,foreign,petrol,5950000
678,2012 Toyota Venza,automatic,foreign,petrol,5500000
679,2005 Lexus ES 330,automatic,foreign,petrol,1800000
680,2007 Toyota Camry 2.4 SE Automatic,automatic,foreign,petrol,2300000
681,2012 Mercedes-Benz GLK 350,automatic,local,petrol,3850000
682,2015 Toyota Camry,automatic,foreign,petrol,5700000
683,2008 Lexus ES 350,automatic,foreign,petrol,3000000
684,2008 Honda CR-V,automatic,foreign,petrol,2800000
685,2005 Volkswagen LT,,foreign,diesel,2500000
686,2011 Toyota Corolla Automatic,automatic,foreign,petrol,3800000
687,2013 Toyota Venza,automatic,foreign,petrol,5000000
688,2010 Toyota Corolla,automatic,foreign,petrol,2700000
689,2010 Mercedes-Benz E350,automatic,foreign,petrol,5500000
690,2008 Toyota RAV4 Limited,automatic,foreign,petrol,3100000
691,2002 Toyota HiAce,automatic,foreign,petrol,3450000
692,2008 Toyota RAV4,automatic,foreign,petrol,2800000
693,2005 Toyota Avensis Verso,automatic,foreign,petrol,2550000
694,2008 Mercedes-Benz C350,automatic,local,petrol,2250000
695,2005 Toyota HiAce,,foreign,petrol,3450000
696,2014 Toyota Corolla LE Automatic,automatic,foreign,petrol,4200000
697,2014 Toyota RAV4 4WD,automatic,foreign,petrol,5950000
698,2012 Toyota Venza,automatic,foreign,petrol,5500000
699,2005 Lexus ES 330,automatic,foreign,petrol,1800000
700,2007 Toyota Camry 2.4 SE Automatic,automatic,foreign,petrol,2300000
701,2012 Mercedes-Benz GLK 350,automatic,local,petrol,3850000
702,2015 Toyota Camry,automatic,foreign,petrol,5700000
703,2008 Lexus ES 350,automatic,foreign,petrol,3000000
704,2008 Honda CR-V,automatic,foreign,petrol,2800000
705,2005 Volkswagen LT,,foreign,diesel,2500000
706,2011 Toyota Corolla Automatic,automatic,foreign,petrol,3800000
707,2013 Toyota Venza,automatic,foreign,petrol,5000000
708,2010 Toyota Corolla,automatic,foreign,petrol,2700000
709,2010 Mercedes-Benz E350,automatic,foreign,petrol,5500000
710,2008 Toyota RAV4 Limited,automatic,foreign,petrol,3100000
711,2002 Toyota HiAce,automatic,foreign,petrol,3450000
712,2008 Toyota RAV4,automatic,foreign,petrol,2800000
713,2005 Toyota Avensis Verso,automatic,foreign,petrol,2550000
714,2008 Mercedes-Benz C350,automatic,local,petrol,2250000
715,2005 Toyota HiAce,,foreign,petrol,3450000
716,2014 Toyota Corolla LE Automatic,automatic,foreign,petrol,4200000
717,2014 Toyota RAV4 4WD,automatic,foreign,petrol,5950000
718,2012 Toyota Venza,automatic,foreign,petrol,5500000
719,2005 Lexus ES 330,automatic,foreign,petrol,1800000
720,2007 Toyota Camry 2.4 SE Automatic,automatic,foreign,petrol,2300000
721,2012 Mercedes-Benz GLK 350,automatic,local,petrol,3850000
722,2015 Toyota Camry,automatic,foreign,petrol,5700000
723,2008 Lexus ES 350,automatic,foreign,petrol,3000000
724,2008 Honda CR-V,automatic,foreign,petrol,2800000
725,2005 Volkswagen LT,,foreign,diesel,2500000
726,2011 Toyota Corolla Automatic,automatic,foreign,petrol,3800000
727,2013 Toyota Venza,automatic,foreign,petrol,5000000
728,2010 Toyota Corolla,automatic,foreign,petrol,2700000
729,2010 Mercedes-Benz E350,automatic,foreign,petrol,5500000
730,2008 Toyota RAV4 Limited,automatic,foreign,petrol,3100000
731,2002 Toyota HiAce,automatic,foreign,petrol,3450000
732,2008 Toyota RAV4,automatic,foreign,petrol,2800000
733,2005 Toyota Avensis Verso,automatic,foreign,petrol,2550000
734,2008 Mercedes-Benz C350,automatic,local,petrol,2250000
735,2005 Toyota HiAce,,foreign,petrol,3450000
736,2014 Toyota Corolla LE Automatic,automatic,foreign,petrol,4200000
737,2014 Toyota RAV4 4WD,automatic,foreign,petrol,5950000
738,2012 Toyota Venza,automatic,foreign,petrol,5500000
739,2005 Lexus ES 330,automatic,foreign,petrol,1800000
740,2007 Toyota Camry 2.4 SE Automatic,automatic,foreign,petrol,2300000
741,2012 Mercedes-Benz GLK 350,automatic,local,petrol,3850000
742,2015 Toyota Camry,automatic,foreign,petrol,5700000
743,2008 Lexus ES 350,automatic,foreign,petrol,3000000
744,2008 Honda CR-V,automatic,foreign,petrol,2800000
745,2005 Volkswagen LT,,foreign,diesel,2500000
746,2011 Toyota Corolla Automatic,automatic,foreign,petrol,3800000
747,2013 Toyota Venza,automatic,foreign,petrol,5000000
748,2010 Toyota Corolla,automatic,foreign,petrol,2700000
749,2010 Mercedes-Benz E350,automatic,foreign,petrol,5500000
750,2008 Toyota RAV4 Limited,automatic,foreign,petrol,3100000
751,2002 Toyota HiAce,automatic,foreign,petrol,3450000
752,2008 Toyota RAV4,automatic,foreign,petrol,2800000
753,2005 Toyota Avensis Verso,automatic,foreign,petrol,2550000
754,2008 Mercedes-Benz C350,automatic,local,petrol,2250000
755,2005 Toyota HiAce,,foreign,petrol,3450000
756,2014 Toyota Corolla LE Automatic,automatic,foreign,petrol,4200000
757,2014 Toyota RAV4 4WD,automatic,foreign,petrol,5950000
758,2012 Toyota Venza,automatic,foreign,petrol,5500000
759,2005 Lexus ES 330,automatic,foreign,petrol,1800000
760,2007  Toyota Camry 2.4 SE Automatic,automatic,foreign,petrol,2300000
761,2012 Mercedes-Benz GLK 350,automatic,local,petrol,3850000
762,2015 Toyota Camry,automatic,foreign,petrol,5700000
763,2008 Lexus ES 350,automatic,foreign,petrol,3000000
764,2008 Honda CR-V,automatic,foreign,petrol,2800000
765,2005 Volkswagen LT,,foreign,diesel,2500000
766,2011 Toyota Corolla Automatic,automatic,foreign,petrol,3800000
767,2013 Toyota Venza,automatic,foreign,petrol,5000000
768,2010 Toyota Corolla,automatic,foreign,petrol,2700000
769,2010 Mercedes-Benz E350,automatic,foreign,petrol,5500000
770,2008 Toyota RAV4 Limited,automatic,foreign,petrol,3100000
771,2002 Toyota HiAce,automatic,foreign,petrol,3450000
772,2008 Toyota RAV4,automatic,foreign,petrol,2800000
773,2005 Toyota Avensis Verso,automatic,foreign,petrol,2550000
774,2008 Mercedes-Benz C350,automatic,local,petrol,2250000
775,2005 Toyota HiAce,,foreign,petrol,3450000
776,2014 Toyota Corolla LE Automatic,automatic,foreign,petrol,4200000
